10427101	10427105	0.65
10427101	10427108	0.25
10427101	10427115	0.44
10427101	10427116	0.67
10427101	10427134	0.52
10427101	10427171	0.68
10427101	10427214	0.23
10427101	10427220	0.17
10427101	10427222	0.73
10427101	10427238	0.13
10427101	10427244	0.35
10427101	10427250	0.3
10427102	10427101	0.25
10427102	10427107	0.38
10427102	10427109	0.92
10427102	10427117	0.42
10427102	10427136	0.57
10427102	10427141	0.69
10427102	10427149	0.45
10427102	10427208	0.79
10427102	10427210	0.11
10427102	10427221	0.36
10427102	10427242	0.7
10427102	10427273	0.03
10427104	10427101	0.67
10427104	10427110	0.19
10427104	10427118	0.6
10427104	10427137	0.04
10427104	10427171	0.52
10427104	10427210	0.37
10427104	10427217	0.16
10427104	10427221	0.19
10427104	10427225	0.23
10427104	10427242	0.46
10427104	10427244	0.92
10427105	10427104	0.14
10427105	10427110	0.78
10427105	10427111	0.9
10427105	10427118	0.14
10427105	10427119	0.85
10427105	10427141	0.9
10427105	10427149	0.65
10427105	10427151	0.11
10427105	10427211	0.57
10427105	10427217	0.21
10427105	10427219	0.44
10427105	10427233	0.45
10427105	10427238	0.09
10427105	10427246	0.25
10427106	10427102	0.53
10427106	10427104	0.64
10427106	10427114	0.28
10427106	10427123	0.9
10427106	10427137	0.03
10427106	10427212	0.36
10427106	10427234	0.37
10427106	10427248	0.27
10427107	10427105	0.08
10427107	10427108	0.72
10427107	10427111	0.65
10427107	10427115	0.01
10427107	10427131	0.74
10427107	10427151	0.82
10427107	10427213	0.34
10427107	10427217	0.56
10427107	10427221	0.29
10427107	10427235	0.72
10427107	10427250	0.88
10427107	10427273	0.42
10427108	10427115	0.68
10427108	10427116	0.02
10427108	10427134	0.61
10427108	10427136	0.15
10427108	10427171	0.64
10427108	10427214	0.6
10427108	10427216	0.79
10427108	10427222	0.83
10427108	10427238	0.83
10427108	10427272	0.93
10427109	10427102	0.64
10427109	10427117	0.76
10427109	10427136	0.18
10427109	10427208	0.43
10427109	10427216	0.56
10427109	10427222	0.65
10427109	10427223	0.08
10427109	10427238	0.2
10427109	10427242	0.15
10427109	10427273	0.73
10427110	10427102	0.54
10427110	10427104	0.4
10427110	10427118	0.36
10427110	10427137	0.3
10427110	10427151	0.09
10427110	10427210	0.68
10427110	10427214	0.52
10427110	10427217	0.34
10427110	10427238	0.98
10427110	10427244	0.28
10427111	10427101	0.24
10427111	10427105	0.72
10427111	10427119	0.04
10427111	10427137	0.84
10427111	10427141	0.87
10427111	10427219	0.19
10427111	10427220	0.07
10427111	10427234	0.53
10427111	10427246	0.97
10427111	10427250	0.37
10427114	10427106	0.88
10427114	10427111	0.35
10427114	10427119	0.62
10427114	10427123	0.61
10427114	10427137	0.98
10427114	10427149	0.49
10427114	10427210	0.39
10427114	10427212	0.07
10427114	10427217	0.34
10427114	10427220	0.81
10427114	10427234	0.14
10427114	10427248	0.39
10427115	10427107	0.6
10427115	10427119	0.62
10427115	10427131	0.28
10427115	10427141	0.81
10427115	10427151	0.52
10427115	10427213	0.13
10427115	10427216	0.63
10427115	10427220	0.91
10427115	10427225	0.06
10427115	10427234	0.04
10427115	10427235	0.46
10427115	10427250	0.61
10427116	10427101	0.32
10427116	10427108	0.53
10427116	10427134	0.66
10427116	10427171	0.97
10427116	10427214	0.83
10427116	10427222	0.14
10427116	10427225	0.43
10427116	10427235	0.77
10427116	10427238	0.46
10427116	10427272	0.2
10427117	10427102	0.61
10427117	10427109	0.97
10427117	10427116	0.49
10427117	10427118	0.21
10427117	10427119	0.68
10427117	10427136	0.76
10427117	10427208	0.62
10427117	10427216	0.56
10427117	10427219	0.09
10427117	10427223	0.92
10427117	10427235	0.88
10427117	10427242	0.87
10427117	10427273	0.95
10427118	10427110	0.31
