10527201	10527204	0.87
10527201	10527207	0.07
10527201	10527210	0.55
10527201	10527211	0.87
10527201	10527214	0.16
10527201	10527218	0.28
10527201	10527221	0.22
10527201	10527225	0.77
10527201	10527230	0.57
10527201	10527235	0.38
10527201	10527237	0.7
10527201	10527238	0.32
10527201	10527241	0.32
10527201	10527246	0.14
10527201	10527250	0.31
10527201	10527272	0.47
10527201	10527273	0.87
10527202	10527206	0.9
10527202	10527209	0.49
10527202	10527212	0.13
10527202	10527215	0.81
10527202	10527219	0.42
10527202	10527222	0.18
10527202	10527227	0.79
10527202	10527233	0.25
10527202	10527239	0.89
10527202	10527243	0.04
10527202	10527245	0.41
10527202	10527247	0.43
10527202	10527270	0.1
10527202	10527275	0.8
10527203	10527207	0.26
10527203	10527213	0.19
10527203	10527217	0.98
10527203	10527220	0.9
10527203	10527222	0.88
10527203	10527224	0.36
10527203	10527228	0.66
10527203	10527234	0.42
10527203	10527236	0.94
10527203	10527237	0.81
10527203	10527240	0.61
10527203	10527245	0.61
10527203	10527249	0.76
10527203	10527272	0.53
10527203	10527276	0.97
10527204	10527201	0.42
10527204	10527208	0.81
10527204	10527209	0.24
10527204	10527211	0.02
10527204	10527212	0.04
10527204	10527214	0.64
10527204	10527218	0.07
10527204	10527219	0.29
10527204	10527225	0.68
10527204	10527230	0.87
10527204	10527235	0.13
10527204	10527238	0.82
10527204	10527241	0.04
10527204	10527246	0.42
10527204	10527250	0.85
10527204	10527272	0.3
10527204	10527273	0.76
10527204	10527275	0.08
10527204	10527276	0.54
10527206	10527202	0.05
10527206	10527207	0.03
10527206	10527209	0.4
10527206	10527212	0.74
10527206	10527215	0.61
10527206	10527222	0.36
10527206	10527225	0.63
10527206	10527227	0.11
10527206	10527228	0.31
10527206	10527233	0.17
10527206	10527236	0.34
10527206	10527239	0.12
10527206	10527243	0.29
10527206	10527247	0.05
10527206	10527270	0.24
10527206	10527275	0.88
10527207	10527210	0.86
10527207	10527213	0.88
10527207	10527214	0.53
10527207	10527215	0.82
10527207	10527217	0.39
10527207	10527219	0.47
10527207	10527220	0.39
10527207	10527222	0.5
10527207	10527224	0.71
10527207	10527225	0.34
10527207	10527228	0.72
10527207	10527237	0.11
10527207	10527240	0.7
10527207	10527249	0.44
10527207	10527272	0.4
10527207	10527276	0.65
10527208	10527201	0.86
10527208	10527204	0.05
10527208	10527209	0.76
10527208	10527211	0.02
10527208	10527214	0.07
10527208	10527218	0.42
10527208	10527219	0.94
10527208	10527221	0.72
10527208	10527225	0.38
10527208	10527230	0.01
10527208	10527235	0.94
10527208	10527238	0.56
10527208	10527241	0.36
10527208	10527243	0.64
10527208	10527246	0.38
10527208	10527250	0.41
10527208	10527270	0.58
10527209	10527202	0.65
10527209	10527206	0.68
10527209	10527212	0.05
10527209	10527215	0.07
10527209	10527217	0.08
10527209	10527219	0.99
10527209	10527222	0.22
10527209	10527227	0.76
10527209	10527233	0.59
10527209	10527234	0.23
10527209	10527235	0.57
10527209	10527236	0.8
10527209	10527270	0.41
10527209	10527275	0.74
10527210	10527202	0.13
10527210	10527207	0.58
10527210	10527208	0.54
10527210	10527209	0.17
10527210	10527213	0.17
10527210	10527217	0.95
10527210	10527220	0.24
10527210	10527224	0.78
10527210	10527227	0.79
10527210	10527228	0.52
10527210	10527234	0.42
10527210	10527237	0.84
10527210	10527240	0.49
10527210	10527246	0.92
10527210	10527249	0.99
10527210	10527272	0.77
10527210	10527276	0.44
10527211	10527201	0.02
10527211	10527204	0.7
10527211	10527208	0.47
10527211	10527210	0.61
10527211	10527214	0.4
10527211	10527218	0.18
10527211	10527220	0.13
10527211	10527221	0.63
10527211	10527225	0.51
10527211	10527227	0.47
10527211	10527230	0.5
10527211	10527235	0.27
10527211	10527238	0.32
10527211	10527241	0.71
10527211	10527246	0.5
10527211	10527247	0.16
10527211	10527250	0.92
10527211	10527273	0.42
10527212	10527206	1
10527212	10527209	0.71
10527212	10527215	0.39
10527212	10527222	0.13
10527212	10527227	0.87
10527212	10527233	0.01
10527212	10527236	0.92
10527212	10527239	0.1
10527212	10527243	0.86
10527212	10527246	0.58
10527212	10527247	0.54
10527212	10527273	0.4
10527212	10527275	0.37
10527212	10527276	0.64
10527213	10527203	0.75
10527213	10527207	0.22
10527213	10527208	0.35
10527213	10527210	0.3
10527213	10527217	0.01
10527213	10527220	0.24
10527213	10527224	0.66
10527213	10527225	0.92
10527213	10527228	0.99
10527213	10527234	0.55
10527213	10527237	0.3
10527213	10527240	0.26
10527213	10527245	0.64
10527213	10527249	0.2
10527213	10527272	0.46
10527213	10527276	0.23
10527214	10527204	0.88
10527214	10527208	0.01
10527214	10527211	0.13
10527214	10527212	0.68
10527214	10527218	0.92
10527214	10527219	0.81
10527214	10527221	0.03
10527214	10527225	0.81
10527214	10527235	0.7
10527214	10527238	0.48
10527214	10527246	0.83
10527214	10527250	0.87
10527214	10527273	0.81
10527215	10527202	0.3
10527215	10527206	0.94
10527215	10527209	0.21
10527215	10527212	0.46
10527215	10527219	0.85
10527215	10527222	0.3
10527215	10527227	0.18
10527215	10527233	0.05
10527215	10527236	0.2
10527215	10527237	0.84
10527215	10527239	0.52
10527215	10527243	0.62
10527215	10527247	0.18
10527215	10527270	0.99
10527215	10527275	0.96
10527217	10527202	0.27
10527217	10527203	0.62
10527217	10527207	0.52
10527217	10527210	0.75
10527217	10527212	0.92
10527217	10527213	0.67
10527217	10527220	0.69
10527217	10527224	0.91
10527217	10527225	0.92
10527217	10527228	0.9
10527217	10527234	0.12
10527217	10527237	0.98
10527217	10527240	0.04
10527217	10527249	0.72
10527217	10527275	0.49
10527217	10527276	0.39
10527218	10527201	0.85
10527218	10527204	0.59
10527218	10527208	0.71
10527218	10527211	0.85
10527218	10527214	0.97
10527218	10527221	0.02
10527218	10527225	0.48
10527218	10527230	0.06
10527218	10527235	0.41
10527218	10527238	0.71
10527218	10527241	0.74
10527218	10527246	0.92
10527218	10527250	0.17
10527218	10527273	0.81
10527219	10527202	0.34
10527219	10527206	0.82
10527219	10527209	0.65
10527219	10527212	0.06
10527219	10527215	0.5
10527219	10527222	0.05
