10020107	10020115	0.01
10020107	10020117	0.05
10020107	10027106	0.06
10020107	10027113	0.91
10020107	10027121	0.73
10020107	10027131	0.67
10020107	10027135	0.04
10020107	10027148	0.97
10020107	10027151	0.87
10020107	10027164	0.75
10020107	10027168	0.21
10020107	10027206	0.06
10020107	10027210	0.69
10020107	10027216	0.06
10020107	10027224	0.12
10020107	10027230	0.72
10020107	10027234	0.56
10020107	10027236	0.88
10020107	10027239	0.49
10020107	10027243	0.97
10020107	10027265	0.68
10020107	10027270	0.36
10020107	10127109	0.75
10020107	10127110	0.82
10020107	10127113	0.51
10020107	10127115	0.59
10020107	10127116	0.99
10020107	10127120	0.77
10020107	10127138	0.63
10020107	10127143	0.31
10020107	10127145	0.32
10020107	10127147	0.44
10020107	10127149	0.13
10020107	10127150	0.43
10020107	10127158	0.7
10020107	10127171	0.05
10020107	10127203	0.63
10020107	10127206	0.21
10020107	10127207	0.37
10020107	10127210	0.21
10020107	10127224	0.89
10020107	10127226	0.35
10020107	10127237	0.51
10020107	10127240	0.96
10020107	10127243	0.74
10020107	10127247	0.16
10020107	10127248	0.3
10020107	10127250	0.23
10020107	10220135	0.87
10020107	10227109	0.55
10020107	10227111	0.42
10020107	10227113	0.03
10020107	10227123	0.05
10020107	10227125	0.17
10020107	10227129	0.95
10020107	10227139	0.87
10020107	10227141	0.91
10020107	10227145	0.08
10020107	10227146	0.54
10020107	10227147	0.75
10020107	10227154	0.28
10020107	10227211	0.32
10020107	10227213	0.66
10020107	10227217	0.15
10020107	10227220	0.11
10020107	10227223	0.64
10020107	10227229	0.65
10020107	10227230	0.82
10020107	10227234	0.78
10020107	10227236	0.06
10020107	10227240	0.91
10020107	10227242	0.23
10020107	10227246	0.59
10020107	10227247	0.73
10020107	10227254	0.36
10020107	10320135	0.41
10020107	10327108	0.33
10020107	10327113	0.63
10020107	10327114	0.19
10020107	10327119	0.6
10020107	10327129	0.86
10020107	10327130	0.7
10020107	10327137	0.77
10020107	10327148	0.85
10020110	10020107	0.74
10020110	10020115	0.94
10020110	10027103	0.38
10020110	10027104	0.62
10020110	10027107	0.17
10020110	10027113	0.61
10020110	10027114	0.97
10020110	10027121	0.15
10020110	10027123	0.52
10020110	10027126	0.25
10020110	10027131	0.45
10020110	10027135	0.94
10020110	10027149	0.62
10020110	10027150	0.57
10020110	10027161	0.98
10020110	10027168	0.43
10020110	10027202	0.61
10020110	10027206	0.46
10020110	10027212	0.75
10020110	10027215	0.51
10020110	10027219	0.28
10020110	10027224	0.9
10020110	10027227	0.75
10020110	10027240	0.02
10020110	10027245	0.07
10020110	10027250	0.61
10020110	10027265	0.47
10020110	10027270	0.98
10020110	10124341	0.35
10020110	10127102	0.76
10020110	10127113	0.6
10020110	10127131	0.83
10020110	10127140	0.26
10020110	10127145	0.84
10020110	10127148	0.08
10020110	10127164	0.46
10020110	10127171	0.43
10020110	10127207	0.08
10020110	10127213	0.8
10020110	10127216	0.68
10020110	10127224	0.73
10020110	10127225	0.08
10020110	10127231	0.97
10020110	10127235	0.19
10020110	10127236	0.88
10020110	10127245	0.51
10020110	10220129	0.63
10020110	10220135	0.25
10020110	10227102	0.9
10020110	10227104	0.21
10020110	10227106	0.52
10020110	10227110	0.77
10020110	10227111	0.19
10020110	10227113	0.27
10020110	10227120	0.5
10020110	10227130	0.1
10020110	10227132	0.17
10020110	10227138	0.31
10020110	10227145	0.29
10020110	10227150	0.75
10020110	10227205	0.08
10020110	10227209	0.94
10020110	10227216	0.36
10020110	10227217	0.26
10020110	10227218	0.11
10020110	10227234	0.49
10020110	10227235	0.45
10020110	10227245	0.84
10020110	10227247	0.78
10020110	10227248	0.87
10020110	10320136	0.37
10020110	10327101	0.58
10020110	10327110	0.51
10020110	10327113	0.81
10020110	10327114	0.45
10020110	10327119	0.19
10020110	10327127	0.78
10020110	10327138	0.09
10020110	10327140	0.4
10020110	10327144	0.75
10020110	10327145	0.9
10020110	10327154	0.47
10020115	10020110	0.62
