10127135	10127146	0.93
10127135	10220135	0.01
10127135	10227116	0.84
10127135	10227118	0.86
10127135	10227153	0.07
10127135	10227237	0.04
10127146	10220135	0.18
10127146	10227116	0.73
10127146	10227118	0.97
10127146	10227153	0.88
10127146	10227237	0.37
10220135	10227116	0.38
10220135	10227118	0.07
10220135	10227153	0.9
10220135	10227237	0.21
10227116	10227118	0.72
10227116	10227153	0.8
10227116	10227237	0.58
10227118	10227153	0.9
10227118	10227237	0.92
10228144	10320116	0.85
10228144	10320142	0.4
10228144	10327223	0.44
10228144	10427201	0.43
10228144	10427202	0.8
10228144	10427203	0.12
10320116	10320142	0.61
10320116	10327223	0.97
10320116	10427201	0.1
10320116	10427202	0.48
10320116	10427203	0.16
10320142	10327223	0.74
10320142	10427201	0.61
10320142	10427202	0.24
10327223	10427201	0.16
10327223	10427202	0.73
10327223	10427203	0.54
10427201	10427202	0.12
10427201	10427203	0.25
10427202	10427203	0.3
10427205	10427206	0.9
10427205	10427208	0.49
10427205	10427210	0.4
10427205	10427211	0.73
10427205	10427212	0.49
10427205	10427213	0.76
10427206	10427208	0.17
10427206	10427210	0.64
10427206	10427212	0.47
10427206	10427213	0.11
10427208	10427210	0.88
10427208	10427211	0.92
10427208	10427212	0.59
10427210	10427212	0.8
10427210	10427213	0.17
10427211	10427212	0.99
10427211	10427213	0.12
10427212	10427213	0.79
10427214	10427216	0.97
10427214	10427217	0.57
10427214	10427219	0.49
10427214	10427220	0.23
10427214	10427221	0.63
10427214	10427222	0.52
10427216	10427217	0.62
10427216	10427219	0.13
10427216	10427220	0.15
10427216	10427221	0.57
10427216	10427222	0.15
10427217	10427220	0.12
10427217	10427221	0.02
10427217	10427222	0.85
10427219	10427222	0.91
10427220	10427221	0.42
10427221	10427222	0.32
10427223	10427226	0.7
10427223	10427227	0.12
10427223	10427229	0.93
10427224	10427225	0.57
10427224	10427226	0.59
10427224	10427227	0.95
10427224	10427229	0.42
10427225	10427226	0.89
10427225	10427227	0.12
10427225	10427229	0.66
10427226	10427227	0.34
10427226	10427229	0.72
10427227	10427228	0.5
10427227	10427229	0.2
10427228	10427229	0.49
10427231	10427232	0.69
10427231	10427233	0.87
10427231	10427235	0.33
10427231	10427237	0.49
10427232	10427234	0.19
10427232	10427235	0.62
10427232	10427236	0.05
10427232	10427237	0.01
10427233	10427234	0.42
10427233	10427235	0.74
10427233	10427236	0.97
10427233	10427237	0.23
10427234	10427235	0.74
10427234	10427236	0.71
10427234	10427237	0.19
10427235	10427236	0.56
10427235	10427237	0.51
10427238	10427241	0.59
10427238	10427242	0.24
10427238	10427244	0.1
10427238	10427246	0.93
10427240	10427242	0.15
10427240	10427246	0.67
10427240	10427247	0.05
10427241	10427242	0.99
10427241	10427246	0.96
10427241	10427247	0.51
10427242	10427244	0.64
10427242	10427246	0.89
10427242	10427247	0.52
10427244	10427246	0.48
10427244	10427247	0.75
10427246	10427247	0.67
10427248	10427249	0.05
10427248	10427271	0.17
10427248	10427272	0.03
10427248	10444232	0.18
10427249	10427250	0.2
10427249	10427271	0.95
10427249	10427272	0.43
10427249	10427273	0.58
10427249	10444232	0.67
10427250	10427271	0.74
10427250	10427272	0.36
10427250	10427273	0.63
10427250	10444232	0.34
10427271	10427273	0.23
10427271	10444232	0.75
10427272	10427273	0.87
10427272	10444232	0.98
10427273	10444232	0.06
